id,name,name,diagonal,type,filename
151,Canon,"Canon EOS Kiss X7",26.8197679819402,0,CanonEOS_KissX7
152,Canon,"Canon EOS Kiss X70",26.8197679819402,0,CanonEOS_KissX70
153,Canon,"Canon EOS Kiss X7i",26.8197679819402,0,CanonEOS_KissX7i
154,Canon,"Canon EOS Kiss X8i",26.8197679819402,0,CanonEOS_KissX8i
155,Canon,"Canon EOS M",26.8197679819402,0,CanonEOS_M
156,Canon,"Canon EOS M10",26.8197679819402,0,CanonEOS_M10
157,Canon,"Canon EOS M2",26.8197679819402,0,CanonEOS_M2
158,Canon,"Canon EOS M3",26.8197679819402,0,CanonEOS_M3
159,Canon,"Canon EOS REBEL SL1",26.8197679819402,0,CanonEOS_REBEL_SL1
160,Canon,"Canon EOS REBEL T1i",26.8197679819402,0,CanonEOS_REBEL_T1i
161,Canon,"Canon EOS REBEL T2i",26.8197679819402,0,CanonEOS_REBEL_T2i
162,Canon,"Canon EOS REBEL T3",26.4592137901411,0,CanonEOS_REBEL_T3
163,Canon,"Canon EOS REBEL T3i",26.8197679819402,0,CanonEOS_REBEL_T3i
164,Canon,"Canon EOS REBEL T4i",26.8197679819402,0,CanonEOS_REBEL_T4i
165,Canon,"Canon EOS REBEL T5",26.8197679819402,0,CanonEOS_REBEL_T5
166,Canon,"Canon EOS REBEL T5i",26.8197679819402,0,CanonEOS_REBEL_T5i
167,Canon,"Canon EOS Rebel T6",26.8197679819402,0,CanonEOS_RebelT6
168,Canon,"Canon EOS Rebel T6i",26.8197679819402,0,CanonEOS_RebelT6i
169,Canon,"Canon EOS Rebel T6s",26.8197679819402,0,CanonEOS_RebelT6s
170,Canon,"Canon FS10",3.00000004768372,2,CanonFS10
171,Canon,"Canon FS100",3.00000004768372,2,CanonFS100
172,Canon,"Canon FS11",3.00000004768372,2,CanonFS11
173,Canon,"Canon FS300",3.00000004768372,2,CanonFS300
174,Canon,"Canon FS31",3.00000004768372,2,CanonFS31
175,Canon,"Canon FV40",3.00000004768372,2,CanonFV40
176,Canon,"Canon FV M1          ",,2,CanonFV_M1
177,Canon,"Canon FV M10",,2,CanonFV_M10
178,Canon,"Canon FV M100        ",,2,CanonFV_M100
179,Canon,"Canon FV M20         ",,2,CanonFV_M20
180,Canon,"Canon FV M200        ",,2,CanonFV_M200
181,Canon,"Canon FV M30",,2,CanonFV_M30
182,Canon,"Canon HF10",,2,CanonHF10
183,Canon,"Canon HF100",,2,CanonHF100
184,Canon,"Canon HF11",,2,CanonHF11
185,Canon,"Canon HG10",,2,CanonHG10
186,Canon,"Canon HG20",,2,CanonHG20
187,Canon,"Canon HG21",,2,CanonHG21
188,Canon,"Canon HR10",,2,CanonHR10
189,Canon,"Canon HV10",,2,CanonHV10
190,Canon,"Canon HV20",,2,CanonHV20
191,Canon,"Canon HV30",,2,CanonHV30
192,Canon,"Canon IXUS 1000HS",7.69999980926514,0,CanonIXUS1000HS
193,Canon,"Canon IXUS 105",7.69999980926514,0,CanonIXUS105
194,Canon,"Canon IXUS 1100 HS",7.69999980926514,0,CanonIXUS1100HS
195,Canon,"Canon IXUS 115 HS",7.69999980926514,0,CanonIXUS115HS
196,Canon,"Canon IXUS 125 HS",7.69999980926514,0,CanonIXUS125HS
197,Canon,"Canon IXUS 130",7.69999980926514,0,CanonIXUS130
198,Canon,"Canon IXUS 132",7.69999980926514,0,CanonIXUS132
199,Canon,"Canon IXUS 135",7.66625088796046,0,CanonIXUS135
200,Canon,"Canon IXUS 140",7.69999980926514,0,CanonIXUS140
201,Canon,"Canon IXUS 145",7.69999980926514,0,CanonIXUS145
